Accession,Organism_Name,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,BioProject,GenBank_Title
MK815090,Enterovirus B,NA,"Benschop,K., Broberg,E., Simmonds,P., Cremer,J.","National Institute for Public Health and the Environment, Centre for Infectious Disease Research, Diagnostics and Screening",Netherlands,2020-05-03,NL/18-119/FAE/2018,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7105,GenBank,partial,Echovirus 30,NA,NA,Netherlands,Netherlands,NA,Homo sapiens,NA,2018-05-13,NA,NA,"Enterovirus B isolate NL/18-119/FAE/2018 polyprotein gene, complete cds"
MK815091,Enterovirus B,NA,"Benschop,K., Broberg,E., Simmonds,P., Cremer,J.","National Institute for Public Health and the Environment, Centre for Infectious Disease Research, Diagnostics and Screening",Netherlands,2020-05-03,NL/18-143/FAE/2018,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6980,GenBank,partial,Echovirus 30,NA,NA,Netherlands,Netherlands,NA,Homo sapiens,NA,2018-06-01,NA,NA,"Enterovirus B isolate NL/18-143/FAE/2018 polyprotein gene, complete cds"
MK815092,Enterovirus B,NA,"Benschop,K., Broberg,E., Simmonds,P., Cremer,J.","National Institute for Public Health and the Environment, Centre for Infectious Disease Research, Diagnostics and Screening",Netherlands,2020-05-03,NL/18-164/FAE/2018,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6986,GenBank,partial,Echovirus 30,NA,NA,Netherlands,Netherlands,NA,Homo sapiens,NA,2018-06-07,NA,NA,"Enterovirus B isolate NL/18-164/FAE/2018 polyprotein gene, complete cds"
MK815093,Enterovirus B,NA,"Benschop,K., Broberg,E., Simmonds,P., Cremer,J.","National Institute for Public Health and the Environment, Centre for Infectious Disease Research, Diagnostics and Screening",Netherlands,2020-05-03,NL/18-170/FAE/2018,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7130,GenBank,partial,Echovirus 30,NA,NA,Netherlands,Netherlands,NA,Homo sapiens,NA,2018-06-09,NA,NA,"Enterovirus B isolate NL/18-170/FAE/2018 polyprotein gene, complete cds"
MK815094,Enterovirus B,NA,"Benschop,K., Broberg,E., Simmonds,P., Cremer,J.","National Institute for Public Health and the Environment, Centre for Infectious Disease Research, Diagnostics and Screening",Netherlands,2020-05-03,NL/18-204/FAE/2018,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7131,GenBank,partial,Echovirus 30,NA,NA,Netherlands,Netherlands,NA,Homo sapiens,NA,2018-06-15,NA,NA,"Enterovirus B isolate NL/18-204/FAE/2018 polyprotein gene, complete cds"
MK815095,Enterovirus B,NA,"Benschop,K., Broberg,E., Simmonds,P., Cremer,J.","National Institute for Public Health and the Environment, Centre for Infectious Disease Research, Diagnostics and Screening",Netherlands,2020-05-03,NL/18-206/FAE/2018,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7070,GenBank,partial,Echovirus 30,NA,NA,Netherlands,Netherlands,NA,Homo sapiens,NA,2018-06-14,NA,NA,"Enterovirus B isolate NL/18-206/FAE/2018 polyprotein gene, complete cds"
MK815096,Enterovirus B,NA,"Benschop,K., Broberg,E., Simmonds,P., Cremer,J.","National Institute for Public Health and the Environment, Centre for Infectious Disease Research, Diagnostics and Screening",Netherlands,2020-05-03,NL/18-280/FAE/2018,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6785,GenBank,partial,Echovirus 30,NA,NA,Netherlands,Netherlands,NA,Homo sapiens,NA,2018-06-27,NA,NA,"Enterovirus B isolate NL/18-280/FAE/2018 polyprotein gene, complete cds"
MK815097,Enterovirus B,NA,"Benschop,K., Broberg,E., Simmonds,P., Cremer,J.","National Institute for Public Health and the Environment, Centre for Infectious Disease Research, Diagnostics and Screening",Netherlands,2020-05-03,NL/18-321/FAE/2018,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7133,GenBank,partial,Echovirus 30,NA,NA,Netherlands,Netherlands,NA,Homo sapiens,NA,2018-07-05,NA,NA,"Enterovirus B isolate NL/18-321/FAE/2018 polyprotein gene, complete cds"
MK815098,Enterovirus B,NA,"Benschop,K., Broberg,E., Simmonds,P., Cremer,J.","National Institute for Public Health and the Environment, Centre for Infectious Disease Research, Diagnostics and Screening",Netherlands,2020-05-03,NL/18-332/FAE/2018,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6985,GenBank,partial,Echovirus 30,NA,NA,Netherlands,Netherlands,NA,Homo sapiens,NA,2018-07-07,NA,NA,"Enterovirus B isolate NL/18-332/FAE/2018 polyprotein gene, complete cds"
MK815100,Enterovirus B,NA,"Benschop,K., Broberg,E., Simmonds,P., Cremer,J.","National Institute for Public Health and the Environment, Centre for Infectious Disease Research, Diagnostics and Screening",Netherlands,2020-05-03,NL/18-410-B2/RES/2018,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6893,GenBank,partial,Echovirus 30,NA,NA,Netherlands,Netherlands,NA,Homo sapiens,NA,2018-07-20,NA,NA,"Enterovirus B isolate NL/18-410-B2/RES/2018 polyprotein gene, complete cds"
MK815101,Enterovirus B,NA,"Benschop,K., Broberg,E., Simmonds,P., Numanovic,S., Dudman,S.G., Dembinski,J.L.","National Institute for Public Health and the Environment, Centre for Infectious Disease Research, Diagnostics and Screening",Netherlands,2020-05-03,NO/538705/FAE/2016,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6585,GenBank,partial,Echovirus 30,NA,NA,Norway,Norway,NA,Homo sapiens,NA,2016-07-05,NA,NA,"Enterovirus B isolate NO/538705/FAE/2016 polyprotein gene, complete cds"
MK815102,Enterovirus B,NA,"Benschop,K., Broberg,E., Simmonds,P., Numanovic,S., Dudman,S.G., Dembinski,J.L.","National Institute for Public Health and the Environment, Centre for Infectious Disease Research, Diagnostics and Screening",Netherlands,2020-05-03,NO/542581/FAE/2016,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6585,GenBank,partial,Echovirus 30,NA,NA,Norway,Norway,NA,Homo sapiens,NA,2016-08-18,NA,NA,"Enterovirus B isolate NO/542581/FAE/2016 polyprotein gene, complete cds"
MK815103,Enterovirus B,NA,"Benschop,K., Broberg,E., Simmonds,P., Numanovic,S., Dudman,S.G., Dembinski,J.L.","National Institute for Public Health and the Environment, Centre for Infectious Disease Research, Diagnostics and Screening",Netherlands,2020-05-03,NO/543355/FAE/2016,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6585,GenBank,partial,Echovirus 30,NA,NA,Norway,Norway,NA,Homo sapiens,NA,2016-08-19,NA,NA,"Enterovirus B isolate NO/543355/FAE/2016 polyprotein gene, complete cds"
MK815445,Enterovirus B,NA,"Benschop,K., Broberg,E., Simmonds,P., Andres,C., Vila,J., Pinana,M., Martin,M.C., Codina,M.G., Pumarola,T., Anton,A.","National Institute for Public Health and the Environment, Centre for Infectious Disease Research, Diagnostics and Screening",Netherlands,2020-05-03,ES/CAT_SPAIN_16/FAE/2018,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6585,GenBank,partial,Echovirus 30,NA,NA,Spain,Spain,NA,Homo sapiens,NA,2018-12-03,NA,NA,"Enterovirus B isolate ES/CAT_SPAIN_16/FAE/2018 polyprotein gene, complete cds"
MK815882,Enterovirus B,NA,"Benschop,K., Broberg,E., Simmonds,P., Fuentes,K., Polra,K., Beard,S., Celma,C., Dunning,J.","National Institute for Public Health and the Environment, Centre for Infectious Disease Research, Diagnostics and Screening",Netherlands,2020-05-03,GB/England_2017_029/FAE/2017,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6561,GenBank,partial,Echovirus 30,NA,NA,United Kingdom,United Kingdom,NA,Homo sapiens,NA,2017-03-06,NA,NA,"Enterovirus B isolate GB/England_2017_029/FAE/2017 polyprotein gene, partial cds"
MK816034,Enterovirus B,NA,"Benschop,K., Broberg,E., Simmonds,P., Morley,U., Dean,J., Waters,A., De Gascun,C.","National Institute for Public Health and the Environment, Centre for Infectious Disease Research, Diagnostics and Screening",Netherlands,2020-05-03,IE/201721-B1/FAE/2017,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6585,GenBank,partial,Echovirus 30,NA,NA,Ireland,Ireland,NA,Homo sapiens,NA,2017-06-15,NA,NA,"Enterovirus B isolate IE/201721-B1/FAE/2017 polyprotein gene, complete cds"
MT347976,Echovirus E25,NA,"Ng,T.F.F., Chern,S.-W.W., Castro,C.J., Nix,W.A.","Centers for Disease Control and Prevention, Polio and Picornavirus Laboratory Branch",USA,2020-04-22,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7429,GenBank,complete,NA,NA,NA,USA,USA,NA,Homo sapiens,NA,2016,NA,PRJNA322324,"Echovirus E25 strain USA/2016-19521, complete genome"
MN496161,Echovirus E11,NA,"Niu,S., Liu,C., Liu,S., Song,Y., Zhang,Y., Tian,W., Zhao,X., Wang,P., Gao,G.F., Wang,H., Yan,D., Wang,X., Gao,F., Xu,W.","National Institute for Viral Disease Control and Prevention, China CDC, Department for Poliomyelitis",China,2020-04-18,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7436,GenBank,complete,11,NA,NA,China: Shandong,China,NA,Homo sapiens,NA,2003-08-30,NA,NA,"Echovirus E11 strain SD2003-478/SD/CHN/2003, complete genome"
MK372862,Echovirus E30,NA,"Boettcher,S., Keeren,K., Diedrich,S.","Robert Koch Institute, National Reference Centre for Poliomyelitis and Enteroviruses",Germany,2020-02-14,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6585,GenBank,partial,NA,NA,NA,Germany,Germany,NA,Homo sapiens,feces,2018-07,NA,NA,"Echovirus E30 strain 22005/SN/DE/2018 polyprotein gene, complete cds"
MK372870,Echovirus E30,NA,"Boettcher,S., Keeren,K., Diedrich,S.","Robert Koch Institute, National Reference Centre for Poliomyelitis and Enteroviruses",Germany,2020-02-14,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6585,GenBank,partial,NA,NA,NA,Germany,Germany,NA,Homo sapiens,feces,2016-07,NA,NA,"Echovirus E30 strain 21102/SH/DE/2016 polyprotein gene, complete cds"
MK372876,Echovirus E30,NA,"Boettcher,S., Keeren,K., Diedrich,S.","Robert Koch Institute, National Reference Centre for Poliomyelitis and Enteroviruses",Germany,2020-02-14,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6585,GenBank,partial,NA,NA,NA,Germany,Germany,NA,Homo sapiens,feces,2016-07,NA,NA,"Echovirus E30 strain 21101/BE/DE/2016 polyprotein gene, complete cds"
MK372880,Echovirus E30,NA,"Boettcher,S., Keeren,K., Diedrich,S.","Robert Koch Institute, National Reference Centre for Poliomyelitis and Enteroviruses",Germany,2020-02-14,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6584,GenBank,partial,NA,NA,NA,Germany,Germany,NA,Homo sapiens,feces,2016-10,NA,NA,"Echovirus E30 strain 2702/NW/DE/2016 polyprotein gene, partial cds"
MN749140,Coxsackievirus B5,SRR23866025,"Addetia,A., Phung,Q., Greninger,A.L.","University of Washington, UW Virology",USA,2020-01-20,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7411,GenBank,complete,NA,NA,NA,USA,USA,NA,Homo sapiens,NA,2015,SAMN33761413,PRJNA939713,"Coxsackievirus B5 strain 12C8, complete genome"
MN749142,Echovirus E11,NA,"Addetia,A., Phung,Q., Greninger,A.L.","University of Washington, UW Virology",USA,2020-01-20,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7439,GenBank,complete,NA,NA,NA,USA,USA,NA,Homo sapiens,NA,2015,NA,NA,"Echovirus E11 strain 12F3, complete genome"
MN749143,Echovirus E18,NA,"Addetia,A., Phung,Q., Greninger,A.L.","University of Washington, UW Virology",USA,2020-01-20,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7412,GenBank,complete,NA,NA,NA,USA,USA,NA,Homo sapiens,NA,2015,NA,NA,"Echovirus E18 strain 12G5, complete genome"
MN749145,Coxsackievirus B5,NA,"Addetia,A., Phung,Q., Greninger,A.L.","University of Washington, UW Virology",USA,2020-01-20,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7404,GenBank,complete,NA,NA,NA,USA,USA,NA,Homo sapiens,NA,2015,NA,NA,"Coxsackievirus B5 strain 12I10, complete genome"
MN749146,Echovirus E18,NA,"Addetia,A., Phung,Q., Greninger,A.L.","University of Washington, UW Virology",USA,2020-01-20,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7422,GenBank,complete,NA,NA,NA,USA,USA,NA,Homo sapiens,NA,2015,NA,NA,"Echovirus E18 strain 12J3, complete genome"
MN749159,Echovirus E11,SRR23866014,"Addetia,A., Phung,Q., Greninger,A.L.","University of Washington, UW Virology",USA,2020-01-20,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7411,GenBank,complete,NA,NA,NA,USA,USA,NA,Homo sapiens,NA,2013,SAMN33761417,PRJNA939713,"Echovirus E11 strain 10S1, complete genome"
MN749162,Coxsackievirus B5,NA,"Addetia,A., Phung,Q., Greninger,A.L.","University of Washington, UW Virology",USA,2020-01-20,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7409,GenBank,complete,NA,NA,NA,USA,USA,NA,Homo sapiens,NA,2013,NA,NA,"Coxsackievirus B5 strain 10T1, complete genome"
MN749163,Coxsackievirus B5,NA,"Addetia,A., Phung,Q., Greninger,A.L.","University of Washington, UW Virology",USA,2020-01-20,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7406,GenBank,complete,NA,NA,NA,USA,USA,NA,Homo sapiens,NA,2013,NA,NA,"Coxsackievirus B5 strain 10T2, complete genome"
MN145871,Echovirus E6,NA,"Li,C.-X., Li,W., Zhou,J., Zhang,B., Feng,Y., Xu,C.-P., Lu,Y.-Y., Holmes,E.C., Shi,M.","Zhejiang Provincial Centre for Disease Control and Prevention, Key Laboratory of Emergency Detection for Public Health of Zhejiang Province",China,2020-01-12,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7393,GenBank,complete,NA,NA,NA,China,China,NA,Homo sapiens,oronasopharynx,2017-03-13,NA,NA,"Echovirus E6 strain EchoE6/22/ZJ/CHN/2018, complete genome"
LC416533,Echovirus E30,NA,"Miyoshi,M., Goto,A., Komagome,R., Yamaguchi,H., Maruo,Y., Nakanishi,M., Ishida,S., Nagano,H., Sugisawa,T., Okano,M.","Infectious Diseases; Kita-19, Nishi-12, Kita-ku, Sapporo, Hokkaido 060-0819",Japan,2019-12-26,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7428,GenBank,partial,NA,NA,1,"Japan:Hokkaido, Kushiro",Japan,NA,Homo sapiens,NA,2017-08-31,NA,NA,"Echovirus E30 Echo30/Hokkaido.JPN/21208/2017 genomic RNA, complete sequence"
LC416534,Echovirus E30,NA,"Miyoshi,M., Goto,A., Komagome,R., Yamaguchi,H., Maruo,Y., Nakanishi,M., Ishida,S., Nagano,H., Sugisawa,T., Okano,M.","Infectious Diseases; Kita-19, Nishi-12, Kita-ku, Sapporo, Hokkaido 060-0819",Japan,2019-12-26,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7428,GenBank,partial,NA,NA,1,"Japan:Hokkaido, Kushiro",Japan,NA,Homo sapiens,NA,2017-09-02,NA,NA,"Echovirus E30 Echo30/Hokkaido.JPN/21214/2017 genomic RNA, complete sequence"
LC416535,Echovirus E30,NA,"Miyoshi,M., Goto,A., Komagome,R., Yamaguchi,H., Maruo,Y., Nakanishi,M., Ishida,S., Nagano,H., Sugisawa,T., Okano,M.","Infectious Diseases; Kita-19, Nishi-12, Kita-ku, Sapporo, Hokkaido 060-0819",Japan,2019-12-26,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7428,GenBank,partial,NA,NA,1,"Japan:Hokkaido, Kushiro",Japan,NA,Homo sapiens,NA,2017-09-18,NA,NA,"Echovirus E30 Echo30/Hokkaido.JPN/21246/2017 genomic RNA, complete sequence"
LC416536,Echovirus E30,NA,"Miyoshi,M., Goto,A., Komagome,R., Yamaguchi,H., Maruo,Y., Nakanishi,M., Ishida,S., Nagano,H., Sugisawa,T., Okano,M.","Infectious Diseases; Kita-19, Nishi-12, Kita-ku, Sapporo, Hokkaido 060-0819",Japan,2019-12-26,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7428,GenBank,partial,NA,NA,1,"Japan:Hokkaido, Kushiro",Japan,NA,Homo sapiens,NA,2017-11-24,NA,NA,"Echovirus E30 Echo30/Hokkaido.JPN/21326/2017 genomic RNA, complete sequence"
MK697681,Echovirus E9,NA,"Stelzer-Braid,S., Wynn,M., Chatoor,R., Scotch,M., Ramachandran,V., Teoh,H.L., Farrar,M.A., Sampaio,H., Andrews,P.I., Craig,M.E., MacIntyre,C.R., Varadhan,H., Kesson,A., Britton,P.N., Newcombe,J., Rawlinson,W.D., Teoh,H.-L., Andrews,I., MacIntyre,R.","Virology Research Laboratory, UNSW Sydney, Medicine",Australia,2019-12-15,Sydney55,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6612,GenBank,partial,NA,NA,1,Australia,Australia,NA,Homo sapiens,feces,2013-05,NA,NA,"Echovirus E9 isolate Sydney55 polyprotein gene, complete cds"
MK697683,Echovirus E9,NA,"Stelzer-Braid,S., Wynn,M., Chatoor,R., Scotch,M., Ramachandran,V., Teoh,H.L., Farrar,M.A., Sampaio,H., Andrews,P.I., Craig,M.E., MacIntyre,C.R., Varadhan,H., Kesson,A., Britton,P.N., Newcombe,J., Rawlinson,W.D., Teoh,H.-L., Andrews,I., MacIntyre,R.","Virology Research Laboratory, UNSW Sydney, Medicine",Australia,2019-12-15,Sydney43,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6612,GenBank,partial,NA,NA,1,Australia,Australia,NA,Homo sapiens,feces,2013-04,NA,NA,"Echovirus E9 isolate Sydney43 polyprotein gene, complete cds"
MK697684,Echovirus E6,NA,"Stelzer-Braid,S., Wynn,M., Chatoor,R., Scotch,M., Ramachandran,V., Teoh,H.L., Farrar,M.A., Sampaio,H., Andrews,P.I., Craig,M.E., MacIntyre,C.R., Varadhan,H., Kesson,A., Britton,P.N., Newcombe,J., Rawlinson,W.D., Teoh,H.-L., Andrews,I., MacIntyre,R.","Virology Research Laboratory, UNSW Sydney, Medicine",Australia,2019-12-15,Sydney42,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6576,GenBank,partial,NA,NA,1,Australia,Australia,NA,Homo sapiens,feces,2013-05,NA,NA,"Echovirus E6 isolate Sydney42 polyprotein gene, complete cds"
MN153799,Echovirus E30,NA,"Pan,C.-Y., Huynh,T., Padilla,T., Castro,C.J., Marine,R.L., Ng,T.F.F., Nix,W.A., Wadford,D.A.","California Department of Public Health, Viral and Rickettsial Disease Laboratory",USA,2019-11-20,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7076,GenBank,partial,NA,NA,NA,USA: CA,USA,CA,Homo sapiens,cerebrospinal fluid,2015-12-30,NA,NA,"Echovirus E30 strain USA/2015/CA-RGDS-1046 polyprotein gene, complete cds"
MN166092,Echovirus E18,NA,"Pan,C.-Y., Huynh,T., Padilla,T., Chen,A., Castro,C.J., Marine,R.L., Ng,T.F.F., Nix,W.A., Wadford,D.A.","California Department of Public Health, Viral and Rickettsial Disease Laboratory",USA,2019-11-10,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7412,GenBank,complete,NA,NA,NA,USA: CA,USA,CA,Homo sapiens,cerebrospinal fluid,2015-07-31,NA,NA,"Echovirus E18 strain USA/2015/CA-RGDS-1049, complete genome"
MN166093,Coxsackievirus A9,NA,"Pan,C.-Y., Huynh,T., Padilla,T., Chen,A., Castro,C.J., Marine,R.L., Ng,T.F.F., Nix,W.A., Wadford,D.A.","California Department of Public Health, Viral and Rickettsial Disease Laboratory",USA,2019-11-10,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7385,GenBank,complete,NA,NA,NA,USA: CA,USA,CA,Homo sapiens,feces,2015-10-10,NA,NA,"Coxsackievirus A9 strain USA/2015/CA-RGDS-1050, complete genome"
MK652136,Echovirus E24,NA,"Ng,T.F.F., Castro,C.J., Chern,S.-W.W., Reynolds,E., Nix,W.A.","Centers for Disease Control and Prevention, Polio and Picornavirus Laboratory Branch",USA,2019-09-28,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7362,GenBank,complete,NA,NA,NA,Venezuela,Venezuela,NA,Homo sapiens,feces,2018-06,NA,NA,"Echovirus E24 strain VEN/2018-23086, complete genome"
MK652137,Echovirus E11,NA,"Ng,T.F.F., Castro,C.J., Chern,S.-W.W., Reynolds,E., Nix,W.A.","Centers for Disease Control and Prevention, Polio and Picornavirus Laboratory Branch",USA,2019-09-28,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7344,GenBank,complete,NA,NA,NA,USA,USA,NA,Homo sapiens,feces,2018-10,NA,NA,"Echovirus E11 strain USA/2018-23090, complete genome"
MK652138,Coxsackievirus B3,NA,"Ng,T.F.F., Castro,C.J., Chern,S.-W.W., Reynolds,E., Nix,W.A.","Centers for Disease Control and Prevention, Polio and Picornavirus Laboratory Branch",USA,2019-09-28,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7331,GenBank,complete,NA,NA,NA,USA,USA,NA,Homo sapiens,feces,2018-10,NA,NA,"Coxsackievirus B3 strain USA/2018-23091, complete genome"
MK652143,Coxsackievirus A9,NA,"Ng,T.F.F., Castro,C.J., Chern,S.-W.W., Reynolds,E., Nix,W.A.","Centers for Disease Control and Prevention, Polio and Picornavirus Laboratory Branch",USA,2019-09-28,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7162,GenBank,partial,NA,NA,NA,Venezuela,Venezuela,NA,Homo sapiens,feces,2018-09,NA,NA,"Coxsackievirus A9 strain VEN/2018-23122 polyprotein gene, partial cds"
MK800121,Echovirus E25,NA,"Mishra,N., Ng,T.F.F., Marine,R.L., Jain,K., Ng,J., Thakkar,R., Caciula,A., Price,A., Garcia,J.A., Burns,J.C., Thakur,K.T., Hetzler,K.L., Routh,J.A., Konopka-Anstadt,J.L., Nix,W.A., Tokarz,R., Briese,T., Oberste,M.S., Lipkin,W.I., Marine,R.","Columbia University, The Center for Infection and Immunity",USA,2019-08-27,non-AFM-16,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7212,GenBank,complete,NA,NA,1,USA,USA,NA,Homo sapiens,cerebrospinal fluid,2018,NA,NA,"Echovirus E25 strain USA/2018-23126, complete genome"
MK000145,Echovirus E6,NA,"Coulliette-Salmond,A.D., Alleman,M., Penaranda,S., Wright,H., Wielgus,J., Miles,S., Wilnique,P., Lafontant,D., Corvil,S., Jeannot,J.F., Rossignol,E., Stanislas,M., Gue,E., Faye,P., Rey,G., Ng,T.F.F., Castro,C.J., Schmidt,A., Vega,E., Burns,C.","Centers for Disease Control and Prevention, Polio and Picornavirus Laboratory Branch",USA,2019-08-22,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7194,GenBank,partial,NA,NA,NA,Haiti: Port-au-Prince,Haiti,NA,Homo sapiens,NA,2016-04-20,NA,PRJNA322324,"Echovirus E6 strain HAI/2016-23038A polyprotein gene, partial cds"
